relic_name,reward_name,rarity,vaulted
Axi A6,Tipedo Prime Ornament,uncommon,True
Axi A6,Orthos Prime Handle,common,True
Axi A6,Braton Prime Stock,common,True
Axi A6,Chroma Prime Blueprint,common,True
Axi A7,Ash Prime Systems Blueprint,rare,True
Axi A7,Fragor Prime Blueprint,uncommon,True
Axi A7,2X Forma Blueprint,uncommon,True
Axi A7,Carrier Prime Systems,common,True
Axi A7,Braton Prime Blueprint,common,True
Axi A7,Akstiletto Prime Receiver,common,True
Axi A8,Aksomati Prime Link,rare,True
Axi A8,Gram Prime Blueprint,uncommon,True
Axi A8,2X Forma Blueprint,uncommon,True
Axi A8,Pyrana Prime Barrel,common,True
Axi A8,Braton Prime Stock,common,True
Axi A8,Equinox Prime Chassis Blueprint,common,True
Axi A9,Atlas Prime Neuroptics Blueprint,rare,True
Axi A9,Ivara Prime Systems Blueprint,uncommon,True
Axi A9,Akbronco Prime Link,uncommon,True
Axi A9,Lex Prime Blueprint,common,True
Axi A9,Rubico Prime Stock,common,True
Axi A9,Gram Prime Blade,common,True
Axi B1,Banshee Prime Systems Blueprint,rare,True
Axi B1,Cernos Prime Blueprint,uncommon,True
Axi B1,Kavasa Prime Buckle,uncommon,True
Axi B1,Euphona Prime Blueprint,common,True
Axi B1,Ash Prime Chassis Blueprint,common,True
Axi B1,Fang Prime Blade,common,True
Axi B10,Ballistica Prime Blueprint,rare,
Axi B10,Epitaph Prime Barrel,uncommon,
Axi B10,Sevagoth Prime Systems Blueprint,uncommon,
Axi B10,Nautilus Prime Blueprint,common,
Axi B10,Burston Prime Blueprint,common,
Axi B10,Forma Blueprint,common,
Axi B2,Banshee Prime Systems Blueprint,rare,True
Axi B2,2X Forma Blueprint,uncommon,True
Axi B2,Orthos Prime Blueprint,uncommon,True
Axi B2,Fragor Prime Head,common,True
Axi B2,Sybaris Prime Blueprint,common,True
Axi B2,Fang Prime Blade,common,True
Axi B3,Baza Prime Stock,rare,True
Axi B3,Zhuge Prime Receiver,uncommon,True
Axi B3,Atlas Prime Chassis Blueprint,uncommon,True
Axi B3,Paris Prime Lower Limb,common,True
Axi B3,Stradavar Prime Stock,common,True
Axi B3,Forma Blueprint,common,True
Axi B4,Baza Prime Blueprint,rare,True
Axi B4,Ivara Prime Blueprint,uncommon,True
Axi B4,Karyst Prime Handle,uncommon,True
Axi B4,Aksomati Prime Blueprint,common,True
Axi B4,Akjagara Prime Blueprint,common,True
Axi B4,Paris Prime Lower Limb,common,True
Axi B5,Baruuk Prime Neuroptics Blueprint,rare,True
Axi B5,Nagantaka Prime Receiver,uncommon,True
Axi B5,Volnus Prime Head,uncommon,True
Axi B5,Paris Prime Lower Limb,common,True
Axi B5,Knell Prime Blueprint,common,True
Axi B5,Forma Blueprint,common,True
Axi B6,Baruuk Prime Neuroptics Blueprint,rare,True
Axi B6,Shade Prime Systems,uncommon,True
Axi B6,Garuda Prime Chassis Blueprint,uncommon,True
Axi B6,Lex Prime Barrel,common,True
Axi B6,Forma Blueprint,common,True
Axi B6,Afuris Prime Blueprint,common,True
Axi B7,Baruuk Prime Neuroptics Blueprint,rare,True
Axi B7,Gauss Prime Blueprint,uncommon,True
Axi B7,Hystrix Prime Blueprint,uncommon,True
Axi B7,Forma Blueprint,common,True
Axi B7,Burston Prime Blueprint,common,True
Axi B7,Wisp Prime Systems Blueprint,common,True
Axi B8,Baruuk Prime Neuroptics Blueprint,rare,True
Axi B8,Fang Prime Handle,uncommon,True
Axi B8,Revenant Prime Systems Blueprint,uncommon,True
Axi B8,Okina Prime Blade,common,True
Axi B8,Forma Blueprint,common,True
Axi B8,Burston Prime Blueprint,common,True
Axi B9,Baruuk Prime Blueprint,rare,True
Axi B9,Cobra & Crane Prime Blueprint,uncommon,True
Axi B9,Baruuk Prime Neuroptics Blueprint,uncommon,True
Axi B9,Afuris Prime Blueprint,common,True
Axi B9,Braton Prime Blueprint,common,True
Axi B9,Forma Blueprint,common,True
Axi C1,Cernos Prime Lower Limb,rare,True
Axi C1,Orthos Prime Blueprint,uncommon,True
Axi C1,2X Forma Blueprint,uncommon,True
Axi C1,Trinity Prime Neuroptics Blueprint,common,True
Axi C1,Vectis Prime Barrel,common,True
Axi C1,Lex Prime Receiver,common,True
Axi C10,Caliban Prime Systems Blueprint,rare,True
Axi C10,Daikyu Prime Lower Limb,uncommon,True
Axi C10,2X Forma Blueprint,uncommon,True
Axi C10,Epitaph Prime Blueprint,common,True
Axi C10,Okina Prime Blade,common,True
Axi C10,Lavos Prime Chassis Blueprint,common,True
Axi C11,Caliban Prime Systems Blueprint,rare,True
Axi C11,Daikyu Prime Lower Limb,uncommon,True
Axi C11,Akbronco Prime Link,uncommon,True
Axi C11,Perigale Prime Stock,common,True
Axi C11,Epitaph Prime Blueprint,common,True
Axi C11,Braton Prime Barrel,common,True
Axi C12,Citrine Prime Neuroptics Blueprint,rare,
Axi C12,Kestrel Prime Blueprint,uncommon,
Axi C12,Corufell Prime Handle,uncommon,
Axi C12,Vadarya Prime Stock,common,
Axi C12,Daikyu Prime Blueprint,common,
Axi C12,Alternox Prime Receiver,common,
Axi C2,Cernos Prime Lower Limb,rare,True
Axi C2,Silva & Aegis Prime Blade,uncommon,True
Axi C2,Fragor Prime Handle,uncommon,True
Axi C2,Forma Blueprint,common,True
Axi C2,Trinity Prime Systems Blueprint,common,True
Axi C2,Braton Prime Blueprint,common,True
Axi C3,Chroma Prime Systems Blueprint,rare,True
Axi C3,Banshee Prime Blueprint,uncommon,True
Axi C3,Pyrana Prime Receiver,uncommon,True
Axi C3,Helios Prime Carapace,common,True
Axi C3,Forma Blueprint,common,True
Axi C3,Hydroid Prime Chassis Blueprint,common,True
Axi C4,Chroma Prime Systems Blueprint,rare,True
Axi C4,Sybaris Prime Receiver,uncommon,True
Axi C4,Kogake Prime Blueprint,uncommon,True
Axi C4,Braton Prime Blueprint,common,True
Axi C4,Hydroid Prime Chassis Blueprint,common,True
Axi C4,Pyrana Prime Barrel,common,True
Axi C5,Corinth Prime Barrel,rare,True
Axi C5,Tipedo Prime Ornament,uncommon,True
Axi C5,Akbronco Prime Link,uncommon,True
Axi C5,Braton Prime Barrel,common,True
Axi C5,Panthera Prime Blueprint,common,True
Axi C5,Tekko Prime Gauntlet,common,True
Axi C6,Corinth Prime Barrel,rare,True
Axi C6,Pandero Prime Barrel,uncommon,True
Axi C6,Ivara Prime Systems Blueprint,uncommon,True
Axi C6,Pangolin Prime Handle,common,True
Axi C6,Karyst Prime Blueprint,common,True
Axi C6,Forma Blueprint,common,True
Axi C7,Corinth Prime Barrel,rare,True
Axi C7,Volnus Prime Head,uncommon,True
Axi C7,Tenora Prime Stock,uncommon,True
Axi C7,Bronco Prime Blueprint,common,True
Axi C7,Magnus Prime Blueprint,common,True
Axi C7,Lex Prime Receiver,common,True
Axi C8,Corinth Prime Stock,rare,True
Axi C8,Pangolin Prime Blade,uncommon,True
Axi C8,Volnus Prime Head,uncommon,True
Axi C8,Gara Prime Systems Blueprint,common,True
Axi C8,Burston Prime Blueprint,common,True
Axi C8,Forma Blueprint,common,True
Axi C9,Cobra & Crane Prime Guard,rare,True
Axi C9,Tatsu Prime Blade,uncommon,True
Axi C9,Phantasma Prime Stock,uncommon,True
Axi C9,Revenant Prime Chassis Blueprint,common,True
Axi C9,Braton Prime Receiver,common,True
Axi C9,Forma Blueprint,common,True
Axi D1,Destreza Prime Blade,rare,True
Axi D1,Zhuge Prime Receiver,uncommon,True
Axi D1,2X Forma Blueprint,uncommon,True
Axi D1,Braton Prime Blueprint,common,True
Axi D1,Chroma Prime Blueprint,common,True
Axi D1,Tiberon Prime Receiver,common,True
Axi D2,Destreza Prime Blade,rare,True
Axi D2,2X Forma Blueprint,uncommon,True
Axi D2,Rubico Prime Stock,uncommon,True
Axi D2,Aksomati Prime Receiver,common,True
Axi D2,Braton Prime Blueprint,common,True
Axi D2,Destreza Prime Handle,common,True
Axi D3,Dual Kamas Prime Blade,rare,True
Axi D3,Pyrana Prime Receiver,uncommon,True
Axi D3,Destreza Prime Blueprint,uncommon,True
Axi D3,Limbo Prime Systems Blueprint,common,True
Axi D3,Lex Prime Blueprint,common,True
Axi D3,Braton Prime Stock,common,True
Axi D4,Dakra Prime Blade,rare,True
Axi D4,Boar Prime Barrel,uncommon,True
Axi D4,Mag Prime Neuroptics Blueprint,uncommon,True
Axi D4,Latron Prime Barrel,common,True
Axi D4,Frost Prime Neuroptics Blueprint,common,True
Axi D4,Forma Blueprint,common,True
Axi D5,Dual Keres Prime Blueprint,rare,True
Axi D5,Larkspur Prime Stock,uncommon,True
Axi D5,Revenant Prime Neuroptics Blueprint,uncommon,True
Axi D5,Akarius Prime Barrel,common,True
Axi D5,Afuris Prime Blueprint,common,True
Axi D5,Paris Prime Upper Limb,common,True
Axi D6,Dual Zoren Prime Blade,rare,False
Axi D6,Orthos Prime Blade,uncommon,False
Axi D6,Cedo Prime Barrel,uncommon,False
Axi D6,Lex Prime Receiver,common,False
Axi D6,Lavos Prime Chassis Blueprint,common,False
Axi D6,Paris Prime Lower Limb,common,False
Axi E1,Ember Prime Blueprint,rare,True
Axi E1,Glaive Prime Blade,uncommon,True
Axi E1,2X Forma Blueprint,uncommon,True
Axi E1,Latron Prime Barrel,common,True
Axi E1,Sicarus Prime Blueprint,common,True
Axi E1,Frost Prime Neuroptics Blueprint,common,True
Axi E2,Euphona Prime Receiver,rare,True
Axi E2,Bronco Prime Barrel,uncommon,True
Axi E2,2X Forma Blueprint,uncommon,True
Axi E2,Paris Prime Blueprint,common,True
Axi E2,Lex Prime Receiver,common,True
Axi E2,Braton Prime Stock,common,True
Axi F1,Fragor Prime Blueprint,rare,True
Axi F1,Atlas Prime Systems Blueprint,uncommon,True
Axi F1,Vauban Prime Blueprint,uncommon,True
Axi F1,Lex Prime Blueprint,common,True
Axi F1,Forma Blueprint,common,True
Axi F1,Braton Prime Stock,common,True
Axi F2,Fulmin Prime Receiver,rare,True
Axi F2,Velox Prime Blueprint,uncommon,True
Axi F2,Wisp Prime Neuroptics Blueprint,uncommon,True
Axi F2,Revenant Prime Chassis Blueprint,common,True
Axi F2,Bronco Prime Receiver,common,True
Axi F2,Masseter Prime Handle,common,True
Axi F3,Fulmin Prime Receiver,rare,True
Axi F3,Bronco Prime Barrel,uncommon,True
Axi F3,Lavos Prime Blueprint,uncommon,True
Axi F3,Forma Blueprint,common,True
Axi F3,Epitaph Prime Blueprint,common,True
Axi F3,Braton Prime Stock,common,True
Axi G1,Galatine Prime Blueprint,rare,True
Axi G1,Kavasa Prime Kubrow Collar Blueprint,uncommon,True
Axi G1,2X Forma Blueprint,uncommon,True
Axi G1,Nekros Prime Chassis Blueprint,common,True
Axi G1,Saryn Prime Systems Blueprint,common,True
Axi G1,Paris Prime Blueprint,common,True
Axi G10,Garuda Prime Systems Blueprint,rare,True
Axi G10,Larkspur Prime Receiver,uncommon,True
Axi G10,Hystrix Prime Blueprint,uncommon,True
Axi G10,Corvas Prime Receiver,common,True
Axi G10,Forma Blueprint,common,True
Axi G10,Orthos Prime Handle,common,True
Axi G11,Grendel Prime Systems Blueprint,rare,True
Axi G11,Braton Prime Blueprint,uncommon,True
Axi G11,Afuris Prime Link,uncommon,True
Axi G11,Forma Blueprint,common,True
Axi G11,Orthos Prime Handle,common,True
Axi G11,Shade Prime Cerebrum,common,True
Axi G12,Garuda Prime Neuroptics Blueprint,rare,True
Axi G12,Masseter Prime Blueprint,uncommon,True
Axi G12,2X Forma Blueprint,uncommon,True
Axi G12,Bronco Prime Blueprint,common,True
Axi G12,Revenant Prime Chassis Blueprint,common,True
Axi G12,Burston Prime Blueprint,common,True
Axi G13,Garuda Prime Neuroptics Blueprint,rare,True
Axi G13,Nagantaka Prime Receiver,uncommon,True
Axi G13,Khora Prime Chassis Blueprint,uncommon,True
Axi G13,Hystrix Prime Barrel,common,True
Axi G13,Lex Prime Barrel,common,True
Axi G13,Forma Blueprint,common,True
Axi G14,Grendel Prime Systems Blueprint,rare,True
Axi G14,2X Forma Blueprint,uncommon,True
Axi G14,Zylok Prime Receiver,uncommon,True
Axi G14,Quassus Prime Handle,common,True
Axi G14,Fang Prime Blade,common,True
Axi G14,Sevagoth Prime Neuroptics Blueprint,common,True
Axi G15,Gauss Prime Systems Blueprint,rare,True
Axi G15,Zylok Prime Receiver,uncommon,True
Axi G15,Paris Prime Grip,uncommon,True
Axi G15,Grendel Prime Neuroptics Blueprint,common,True
Axi G15,Bronco Prime Blueprint,common,True
Axi G15,Forma Blueprint,common,True
Axi G2,Gram Prime Handle,rare,True
Axi G2,Tipedo Prime Ornament,uncommon,True
Axi G2,Redeemer Prime Blueprint,uncommon,True
Axi G2,Wukong Prime Neuroptics Blueprint,common,True
Axi G2,Akbolto Prime Blueprint,common,True
Axi G2,Burston Prime Receiver,common,True
Axi G3,Gram Prime Handle,rare,True
Axi G3,Burston Prime Barrel,uncommon,True
Axi G3,Kronen Prime Handle,uncommon,True
Axi G3,Lex Prime Blueprint,common,True
Axi G3,Forma Blueprint,common,True
Axi G3,Ninkondi Prime Blueprint,common,True
Axi G4,Gram Prime Handle,rare,True
Axi G4,Pangolin Prime Blade,uncommon,True
Axi G4,Burston Prime Barrel,uncommon,True
Axi G4,Fang Prime Blueprint,common,True
Axi G4,Aksomati Prime Receiver,common,True
Axi G4,Tekko Prime Gauntlet,common,True
Axi G5,Gram Prime Handle,rare,True
Axi G5,Zephyr Prime Blueprint,uncommon,True
Axi G5,2X Forma Blueprint,uncommon,True
Axi G5,Chroma Prime Blueprint,common,True
Axi G5,Tiberon Prime Receiver,common,True
Axi G5,Burston Prime Stock,common,True
Axi G6,Gara Prime Blueprint,rare,True
Axi G6,Braton Prime Stock,uncommon,True
Axi G6,Nezha Prime Blueprint,uncommon,True
Axi G6,Aksomati Prime Blueprint,common,True
Axi G6,Karyst Prime Blueprint,common,True
Axi G6,Forma Blueprint,common,True
Axi G7,Garuda Prime Systems Blueprint,rare,True
Axi G7,Tenora Prime Stock,uncommon,True
Axi G7,Astilla Prime Blueprint,uncommon,True
Axi G7,Gara Prime Systems Blueprint,common,True
Axi G7,Burston Prime Blueprint,common,True
Axi G7,Inaros Prime Systems Blueprint,common,True
Axi G8,Garuda Prime Systems Blueprint,rare,True
Axi G8,2X Forma Blueprint,uncommon,True
Axi G8,Gara Prime Chassis Blueprint,uncommon,True
Axi G8,Dual Keres Prime Blade,common,True
Axi G8,Braton Prime Blueprint,common,True
Axi G8,Corvas Prime Stock,common,True
Axi G9,Gara Prime Blueprint,rare,True
Axi G9,Garuda Prime Chassis Blueprint,uncommon,True
Axi G9,Cobra & Crane Prime Blade,uncommon,True
Axi G9,Burston Prime Blueprint,common,True
Axi G9,Dual Keres Prime Blade,common,True
Axi G9,Forma Blueprint,common,True
Axi H1,Helios Prime Cerebrum,rare,True
Axi H1,Akstiletto Prime Receiver,uncommon,True
Axi H1,Trinity Prime Chassis Blueprint,uncommon,True
Axi H1,Forma Blueprint,common,True
Axi H1,Fragor Prime Head,common,True
Axi H1,Vectis Prime Barrel,common,True
Axi H2,Helios Prime Cerebrum,rare,True
Axi H2,Trinity Prime Chassis Blueprint,uncommon,True
Axi H2,Akstiletto Prime Barrel,uncommon,True
Axi H2,Oberon Prime Chassis Blueprint,common,True
Axi H2,Lex Prime Receiver,common,True
Axi H2,Fang Prime Handle,common,True
Axi H3,Hydroid Prime Systems Blueprint,rare,True
Axi H3,Burston Prime Barrel,uncommon,True
Axi H3,2X Forma Blueprint,uncommon,True
Axi H3,Kronen Prime Blueprint,common,True
Axi H3,Cernos Prime Grip,common,True
Axi H3,Helios Prime Carapace,common,True
Axi H4,Hydroid Prime Systems Blueprint,rare,True
Axi H4,Akbolto Prime Link,uncommon,True
Axi H4,2X Forma Blueprint,uncommon,True
Axi H4,Mesa Prime Chassis Blueprint,common,True
Axi H4,Mirage Prime Chassis Blueprint,common,True
Axi H4,Paris Prime Upper Limb,common,True
Axi H5,Helios Prime Cerebrum,rare,True
Axi H5,Mirage Prime Systems Blueprint,uncommon,True
Axi H5,2X Forma Blueprint,uncommon,True
Axi H5,Banshee Prime Neuroptics Blueprint,common,True
Axi H5,Euphona Prime Blueprint,common,True
Axi H5,Akbolto Prime Blueprint,common,True
Axi H6,Hildryn Prime Blueprint,rare,True
Axi H6,Braton Prime Receiver,uncommon,True
Axi H6,2X Forma Blueprint,uncommon,True
Axi H6,Cobra & Crane Prime Hilt,common,True
Axi H6,Paris Prime Upper Limb,common,True
Axi H6,Garuda Prime Blueprint,common,True
Axi H7,Harrow Prime Systems Blueprint,rare,True
Axi H7,Fulmin Prime Stock,uncommon,True
Axi H7,2X Forma Blueprint,uncommon,True
Axi H7,Braton Prime Receiver,common,True
Axi H7,Paris Prime Lower Limb,common,True
Axi H7,Cobra & Crane Prime Hilt,common,True
Axi H8,Hildryn Prime Blueprint,rare,True
Axi H8,Shade Prime Blueprint,uncommon,True
Axi H8,Fulmin Prime Blueprint,uncommon,True
Axi H8,Zylok Prime Barrel,common,True
Axi H8,Forma Blueprint,common,True
Axi H8,Akarius Prime Barrel,common,True
Axi I1,Inaros Prime Neuroptics Blueprint,rare,True
Axi I1,Volnus Prime Head,uncommon,True
Axi I1,2X Forma Blueprint,uncommon,True
Axi I1,Pangolin Prime Handle,common,True
Axi I1,Panthera Prime Blueprint,common,True
Axi I1,Dethcube Prime Systems,common,True
Axi I2,Inaros Prime Neuroptics Blueprint,rare,True
Axi I2,Gara Prime Chassis Blueprint,uncommon,True
Axi I2,Baza Prime Barrel,uncommon,True
Axi I2,Strun Prime Receiver,common,True
Axi I2,Tenora Prime Blueprint,common,True
Axi I2,Forma Blueprint,common,True
Axi I3,Inaros Prime Neuroptics Blueprint,rare,True
Axi I3,Ash Prime Blueprint,uncommon,True
Axi I3,Fang Prime Handle,uncommon,True
Axi I3,Panthera Prime Blueprint,common,True
Axi I3,Karyst Prime Blueprint,common,True
Axi I3,Forma Blueprint,common,True
Axi K1,Kavasa Prime Buckle,rare,True
Axi K1,2X Forma Blueprint,uncommon,True
Axi K1,Odonata Prime Harness Blueprint,common,True
Axi K1,Hikou Prime Pouch,common,True
Axi K1,Akstiletto Prime Receiver,uncommon,True
Axi K1,Lex Prime Barrel,common,True
Axi K10,Knell Prime Barrel,rare,True
Axi K10,Braton Prime Receiver,uncommon,True
Axi K10,Strun Prime Stock,uncommon,True
Axi K10,Tenora Prime Blueprint,common,True
Axi K10,Forma Blueprint,common,True
Axi K10,Magnus Prime Blueprint,common,True
Axi K11,Knell Prime Barrel,rare,True
Axi K11,Cobra & Crane Prime Blueprint,uncommon,True
Axi K11,Scourge Prime Handle,uncommon,True
Axi K11,Fang Prime Blueprint,common,True
Axi K11,Forma Blueprint,common,True
Axi K11,Burston Prime Blueprint,common,True
Axi K12,Karyst Prime Blade,rare,True
Axi K12,Inaros Prime Blueprint,uncommon,True
Axi K12,Vectis Prime Stock,uncommon,True
Axi K12,Ash Prime Chassis Blueprint,common,True
Axi K12,Carrier Prime Systems,common,True
Axi K12,Forma Blueprint,common,True
Axi K2,Kronen Prime Blade,rare,True
Axi K2,Cernos Prime String,uncommon,True
Axi K2,Galatine Prime Handle,uncommon,True
Axi K2,Orthos Prime Handle,common,True
Axi K2,Sybaris Prime Blueprint,common,True
Axi K2,Forma Blueprint,common,True
Axi K3,Kronen Prime Blade,rare,True
Axi K3,Pyrana Prime Receiver,uncommon,True
Axi K3,Banshee Prime Blueprint,uncommon,True
Axi K3,Paris Prime Blueprint,common,True
Axi K3,Tiberon Prime Receiver,common,True
Axi K3,Cernos Prime Grip,common,True
Axi K4,Kronen Prime Blade,rare,True
Axi K4,Kogake Prime Blueprint,uncommon,True
Axi K4,Destreza Prime Blueprint,uncommon,True
Axi K4,Paris Prime Blueprint,common,True
Axi K4,Forma Blueprint,common,True
Axi K4,Sybaris Prime Stock,common,True
Axi K5,Kronen Prime Blade,rare,True
Axi K5,Hydroid Prime Blueprint,uncommon,True
Axi K5,Equinox Prime Blueprint,uncommon,True
Axi K5,Ballistica Prime Lower Limb,common,True
Axi K5,Braton Prime Blueprint,common,True
Axi K5,Forma Blueprint,common,True
Axi K6,Karyst Prime Blade,rare,True
Axi K6,Harrow Prime Blueprint,uncommon,True
Axi K6,Inaros Prime Chassis Blueprint,uncommon,True
Axi K6,Braton Prime Blueprint,common,True
Axi K6,Octavia Prime Neuroptics Blueprint,common,True
Axi K6,Forma Blueprint,common,True
Axi K7,Knell Prime Barrel,rare,True
Axi K7,Corvas Prime Blueprint,uncommon,True
Axi K7,Gara Prime Chassis Blueprint,uncommon,True
Axi K7,Forma Blueprint,common,True
Axi K7,Paris Prime Blueprint,common,True
Axi K7,Karyst Prime Blueprint,common,True
Axi K8,Khora Prime Neuroptics Blueprint,rare,True
Axi K8,Akbronco Prime Link,uncommon,True
Axi K8,Octavia Prime Chassis Blueprint,uncommon,True
Axi K8,Burston Prime Blueprint,common,True
Axi K8,Corvas Prime Receiver,common,True
Axi K8,Forma Blueprint,common,True
Axi K9,Knell Prime Barrel,rare,True
Axi K9,Hystrix Prime Blueprint,uncommon,True
Axi K9,Volnus Prime Head,uncommon,True
Axi K9,Orthos Prime Handle,common,True
Axi K9,Nagantaka Prime Barrel,common,True
Axi K9,Paris Prime Blueprint,common,True
Axi L1,Loki Prime Systems Blueprint,rare,True
Axi L1,2X Forma Blueprint,uncommon,True
Axi L1,Glaive Prime Blade,uncommon,True
Axi L1,Reaper Prime Blueprint,common,True
Axi L1,Wyrm Prime Carapace,common,True
Axi L1,Latron Prime Blueprint,common,True
Axi L2,Limbo Prime Neuroptics Blueprint,rare,True
Axi L2,2X Forma Blueprint,uncommon,True
Axi L2,Tiberon Prime Blueprint,uncommon,True
Axi L2,Orthos Prime Handle,common,True
Axi L2,Braton Prime Blueprint,common,True
Axi L2,Nami Skyla Prime Blueprint,common,True
Axi L3,Limbo Prime Chassis Blueprint,rare,True
Axi L3,Akjagara Prime Receiver,uncommon,True
Axi L3,Zephyr Prime Chassis Blueprint,uncommon,True
Axi L3,Nami Skyla Prime Blueprint,common,True
Axi L3,Kronen Prime Blueprint,common,True
Axi L3,Fang Prime Handle,common,True
Axi L4,Loki Prime Systems Blueprint,rare,True
Axi L4,Volt Prime Systems Blueprint,uncommon,True
